group,company,inn,risk_score,risk_label,overall,coverage_score,mandatory_score,workflow_completion_percent,positive_allowed,resolved,partial,unavailable_or_error,primary_sources,fallback_sources,top_factors,fssp_validation,data_quality_flags
Действующие,"ООО ""ВЕЛЕС""",9729111450,1,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",Налоговая задолженность: 1 156 962.43 ₽ — 1.12 балла,NOT_IN_VALIDATION_MATRIX,
Действующие,"ООО ""ПАРТИЯ""",9723254500,1,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",Налоговая задолженность: 48 462.75 ₽ — 1 балл,NOT_IN_VALIDATION_MATRIX,
Действующие,"ООО ""СТУДИЯ 11""",9719014457,1,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",Налоговая задолженность: 3 000 ₽ — 1 балл,NOT_IN_VALIDATION_MATRIX,
Действующие,"ООО ""РУССКИЙ СЕВЕР""",9705169002,1,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",Налоговая задолженность: 4 264 388.13 ₽ — 1.43 балла,NOT_IN_VALIDATION_MATRIX,
Действующие,"ООО ""АГНИ-КИНО""",9705115769,1,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",Налоговая задолженность: 14 221.83 ₽ — 1 балл,NOT_IN_VALIDATION_MATRIX,
Действующие,"ООО ""ВИРААС""",9701291442,1,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,51,51,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | licences_sro | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=official_licence_registries | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management | licences_sro=firmoteka_licences_sro",Налоговая задолженность: 1 371 021.95 ₽ — 1.14 балла,NOT_IN_VALIDATION_MATRIX,
Действующие,"АО ""КРЫМАВТОДОР""",9102309919,9,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,65,65,100,False,registration | fssp | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,licences_sro,bankruptcy | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=fns_egrul_egrip | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=firmoteka_fssp | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=firmoteka_licences_sro | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=firmoteka_registration | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=fssp_enforcement,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management | licences_sro=official_licence_registries","Налоговая задолженность: 78 547 746.04 ₽ — 6 баллов | Действующих производств: 6, остаток: 0 ₽ — 2.88 балла",NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""АЛЬБАДЕНТ""",2309153831,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,54,54,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,licences_sro,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=firmoteka_licences_sro | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management | licences_sro=official_licence_registries",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""ПМК-703""",2016006918,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,51,51,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | licences_sro | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=official_licence_registries | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management | licences_sro=firmoteka_licences_sro",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""АЙТИ ЛОДЖИК""",1700009762,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""ФАЙДОР""",1683005927,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""ЮМАРТ""",1622005479,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""УЮТ-ДОМ""",1616027467,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""ОЛИМПСТРОЙ""",1435350130,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,51,51,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | licences_sro | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=official_licence_registries | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management | licences_sro=firmoteka_licences_sro",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""РОА ШЕРИФ""",1435295295,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,54,54,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,licences_sro,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=firmoteka_licences_sro | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management | licences_sro=licences_sro",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""РАНТЬЕ""",1215153707,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,53,53,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=capability_applicability_policy | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management",,NOT_IN_VALIDATION_MATRIX,
Низкий наблюдаемый риск — кандидат,"ООО ""ВЕСНА""",0705007750,0,Низкий наблюдаемый риск,Недостаточно данных для полного вывода,54,54,100,False,registration | tax_debt | tax_offence | finance | cbr_warning | management | regulatory_inspections,licences_sro,bankruptcy | fssp | arbitration | general_courts | cbr_zsk | procurement_rnp,registration=firmoteka_registration | tax_debt=fns_tax_debt | tax_offence=fns_tax_offence | finance=fns_revenue_expenses | bankruptcy=efrsb_direct | fssp=fssp_enforcement | arbitration=checko_arbitration_cases | general_courts=moscow_general_court_cases | cbr_warning=cbr_warning_list | cbr_zsk=cbr_zsk_direct | bankinform=capability_applicability_policy | management=fns_disqualified | licences_sro=firmoteka_licences_sro | regulatory_inspections=erknm_inspections | procurement_rnp=firmoteka_procurement,"registration=fns_egrul_egrip | tax_debt=firmoteka_tax | finance=firmoteka_finance | bankruptcy=fedresurs_bankruptcy,firmoteka_bankruptcy_discovery | fssp=firmoteka_fssp,fssp_direct | cbr_zsk=cbr_zsk | management=firmoteka_management | licences_sro=licences_sro",,NOT_IN_VALIDATION_MATRIX,
